source_id,source_name,dependency_raw,dependency_normalized,dependency_kind,target_id,target_name
023,Regency OS,Contract OS,contract,CANONICAL_OS,048,Contract OS
023,Regency OS,Access-Control OS,access control,CANONICAL_OS,043,Access-Control OS
024,Kiro-OS,Loop OS,loop,PLATFORM_PRIMITIVE,,
024,Kiro-OS,Projects,projects,PLATFORM_PRIMITIVE,,
024,Kiro-OS,Repository OS,repository,CANONICAL_OS,027,Repository OS
025,Servitor-OS,Loop OS,loop,PLATFORM_PRIMITIVE,,
025,Servitor-OS,Identity OS,identity,CANONICAL_OS,042,Identity OS
025,Servitor-OS,Access-Control OS,access control,CANONICAL_OS,043,Access-Control OS
025,Servitor-OS,Monitoring OS,monitoring,CANONICAL_OS,033,Monitoring OS
026,Programming-OS,Repository OS,repository,CANONICAL_OS,027,Repository OS
026,Programming-OS,Deployment OS,deployment,CANONICAL_OS,029,Deployment OS
026,Programming-OS,Security OS,security,CANONICAL_OS,038,Security OS
026,Programming-OS,Audit-Vigil OS,audit vigil,CANONICAL_OS,006,Audit-Vigil OS
027,Repository OS,Identity OS,identity,CANONICAL_OS,042,Identity OS
027,Repository OS,Access-Control OS,access control,CANONICAL_OS,043,Access-Control OS
027,Repository OS,Audit-Vigil OS,audit vigil,CANONICAL_OS,006,Audit-Vigil OS
027,Repository OS,Encryption OS,encryption,CANONICAL_OS,040,Encryption OS
028,Cloud-OS,Deployment OS,deployment,CANONICAL_OS,029,Deployment OS
028,Cloud-OS,Monitoring OS,monitoring,CANONICAL_OS,033,Monitoring OS
028,Cloud-OS,Security OS,security,CANONICAL_OS,038,Security OS
028,Cloud-OS,Load-Balance OS,load balance,CANONICAL_OS,037,Load-Balance OS
029,Deployment OS,Repository OS,repository,CANONICAL_OS,027,Repository OS
029,Deployment OS,Cloud-OS,cloud,CANONICAL_OS,028,Cloud-OS
029,Deployment OS,Security OS,security,CANONICAL_OS,038,Security OS
029,Deployment OS,Monitoring OS,monitoring,CANONICAL_OS,033,Monitoring OS
030,Edge-Function OS,Cloud-OS,cloud,CANONICAL_OS,028,Cloud-OS
030,Edge-Function OS,Deployment OS,deployment,CANONICAL_OS,029,Deployment OS
030,Edge-Function OS,Identity OS,identity,CANONICAL_OS,042,Identity OS
030,Edge-Function OS,Monitoring OS,monitoring,CANONICAL_OS,033,Monitoring OS
031,Cron-Job OS,Loop OS,loop,PLATFORM_PRIMITIVE,,
031,Cron-Job OS,Monitoring OS,monitoring,CANONICAL_OS,033,Monitoring OS
031,Cron-Job OS,Audit-Vigil OS,audit vigil,CANONICAL_OS,006,Audit-Vigil OS
032,Automation-Pipe OS,Integrations OS,integrations,PLATFORM_PRIMITIVE,,
032,Automation-Pipe OS,Loop OS,loop,PLATFORM_PRIMITIVE,,
032,Automation-Pipe OS,Protocol OS,protocol,CANONICAL_OS,041,Protocol OS
032,Automation-Pipe OS,Monitoring OS,monitoring,CANONICAL_OS,033,Monitoring OS
033,Monitoring OS,Cloud-OS,cloud,CANONICAL_OS,028,Cloud-OS
033,Monitoring OS,Security OS,security,CANONICAL_OS,038,Security OS
033,Monitoring OS,Audit-Vigil OS,audit vigil,CANONICAL_OS,006,Audit-Vigil OS
034,Error-Correction OS,Monitoring OS,monitoring,CANONICAL_OS,033,Monitoring OS
034,Error-Correction OS,Repository OS,repository,CANONICAL_OS,027,Repository OS
034,Error-Correction OS,Programming-OS,programming,CANONICAL_OS,026,Programming-OS
034,Error-Correction OS,Deployment OS,deployment,CANONICAL_OS,029,Deployment OS
035,Scale-OS,Monitoring OS,monitoring,CANONICAL_OS,033,Monitoring OS
035,Scale-OS,Load-Balance OS,load balance,CANONICAL_OS,037,Load-Balance OS
035,Scale-OS,Cloud-OS,cloud,CANONICAL_OS,028,Cloud-OS
036,Optimization OS,Monitoring OS,monitoring,CANONICAL_OS,033,Monitoring OS
036,Optimization OS,Scale-OS,scale,CANONICAL_OS,035,Scale-OS
036,Optimization OS,Audit-Vigil OS,audit vigil,CANONICAL_OS,006,Audit-Vigil OS
037,Load-Balance OS,Cloud-OS,cloud,CANONICAL_OS,028,Cloud-OS
037,Load-Balance OS,Monitoring OS,monitoring,CANONICAL_OS,033,Monitoring OS
037,Load-Balance OS,Security OS,security,CANONICAL_OS,038,Security OS
038,Security OS,Identity OS,identity,CANONICAL_OS,042,Identity OS
038,Security OS,Access-Control OS,access control,CANONICAL_OS,043,Access-Control OS
038,Security OS,Encryption OS,encryption,CANONICAL_OS,040,Encryption OS
038,Security OS,Monitoring OS,monitoring,CANONICAL_OS,033,Monitoring OS
039,Firewall OS,Security OS,security,CANONICAL_OS,038,Security OS
039,Firewall OS,Monitoring OS,monitoring,CANONICAL_OS,033,Monitoring OS
039,Firewall OS,Cloud-OS,cloud,CANONICAL_OS,028,Cloud-OS
040,Encryption OS,Security OS,security,CANONICAL_OS,038,Security OS
040,Encryption OS,Identity OS,identity,CANONICAL_OS,042,Identity OS
040,Encryption OS,Vault-OS,vault,CANONICAL_OS,002,Vault-OS
041,Protocol OS,Identity OS,identity,CANONICAL_OS,042,Identity OS
041,Protocol OS,Access-Control OS,access control,CANONICAL_OS,043,Access-Control OS
041,Protocol OS,Audit-Vigil OS,audit vigil,CANONICAL_OS,006,Audit-Vigil OS
042,Identity OS,Security OS,security,CANONICAL_OS,038,Security OS
042,Identity OS,Encryption OS,encryption,CANONICAL_OS,040,Encryption OS
042,Identity OS,Audit-Vigil OS,audit vigil,CANONICAL_OS,006,Audit-Vigil OS
043,Access-Control OS,Identity OS,identity,CANONICAL_OS,042,Identity OS
043,Access-Control OS,Pillars OS,pillars,PLATFORM_PRIMITIVE,,
043,Access-Control OS,Audit-Vigil OS,audit vigil,CANONICAL_OS,006,Audit-Vigil OS
044,Stealth OS,Security OS,security,CANONICAL_OS,038,Security OS
044,Stealth OS,Encryption OS,encryption,CANONICAL_OS,040,Encryption OS
044,Stealth OS,Protocol OS,protocol,CANONICAL_OS,041,Protocol OS
045,Jurisdiction OS,Compliance OS,compliance,CANONICAL_OS,046,Compliance OS
045,Jurisdiction OS,Cloud-OS,cloud,CANONICAL_OS,028,Cloud-OS
045,Jurisdiction OS,Records OS,records,CANONICAL_OS,269,Records OS
046,Compliance OS,Pillars OS,pillars,PLATFORM_PRIMITIVE,,
046,Compliance OS,Records OS,records,CANONICAL_OS,269,Records OS
046,Compliance OS,Audit-Vigil OS,audit vigil,CANONICAL_OS,006,Audit-Vigil OS
046,Compliance OS,Jurisdiction OS,jurisdiction,CANONICAL_OS,045,Jurisdiction OS
047,Legal-Bot OS,Contract OS,contract,CANONICAL_OS,048,Contract OS
047,Legal-Bot OS,Compliance OS,compliance,CANONICAL_OS,046,Compliance OS
047,Legal-Bot OS,Records OS,records,CANONICAL_OS,269,Records OS
047,Legal-Bot OS,Identity OS,identity,CANONICAL_OS,042,Identity OS
048,Contract OS,Identity OS,identity,CANONICAL_OS,042,Identity OS
048,Contract OS,Access-Control OS,access control,CANONICAL_OS,043,Access-Control OS
048,Contract OS,Records OS,records,CANONICAL_OS,269,Records OS
048,Contract OS,Audit-Vigil OS,audit vigil,CANONICAL_OS,006,Audit-Vigil OS
049,Governance OS,Pillars OS,pillars,PLATFORM_PRIMITIVE,,
049,Governance OS,Protocol OS,protocol,CANONICAL_OS,041,Protocol OS
049,Governance OS,Audit-Vigil OS,audit vigil,CANONICAL_OS,006,Audit-Vigil OS
050,Executive-Action OS,Crown OS,crown,CANONICAL_OS,021,Crown OS
050,Executive-Action OS,Architect OS,architect,CANONICAL_OS,022,Architect OS
050,Executive-Action OS,Pillars OS,pillars,PLATFORM_PRIMITIVE,,
050,Executive-Action OS,Loop OS,loop,PLATFORM_PRIMITIVE,,
050,Executive-Action OS,Audit-Vigil OS,audit vigil,CANONICAL_OS,006,Audit-Vigil OS
051,Sentiment OS,Marketing OS,marketing,CANONICAL_OS,056,Marketing OS
051,Sentiment OS,Knowledge OS,knowledge,CANONICAL_OS,084,Knowledge OS
052,Narrative OS,Marketing OS,marketing,CANONICAL_OS,056,Marketing OS
052,Narrative OS,Knowledge OS,knowledge,CANONICAL_OS,084,Knowledge OS
053,Mind-Virus OS,Marketing OS,marketing,CANONICAL_OS,056,Marketing OS
053,Mind-Virus OS,Viral-Loop OS,viral loop,CANONICAL_OS,057,Viral-Loop OS
054,Propaganda OS,Narrative OS,narrative,CANONICAL_OS,052,Narrative OS
054,Propaganda OS,Marketing OS,marketing,CANONICAL_OS,056,Marketing OS
055,Psych-Prime OS,Marketing OS,marketing,CANONICAL_OS,056,Marketing OS
055,Psych-Prime OS,Sentiment OS,sentiment,CANONICAL_OS,051,Sentiment OS
056,Marketing OS,Sentiment OS,sentiment,CANONICAL_OS,051,Sentiment OS
056,Marketing OS,Narrative OS,narrative,CANONICAL_OS,052,Narrative OS
057,Viral-Loop OS,Marketing OS,marketing,CANONICAL_OS,056,Marketing OS
057,Viral-Loop OS,Customer-Capture OS,customer capture,CANONICAL_OS,058,Customer-Capture OS
058,Customer-Capture OS,Marketing OS,marketing,CANONICAL_OS,056,Marketing OS
058,Customer-Capture OS,CRM,crm,PLATFORM_PRIMITIVE,,
058,Customer-Capture OS,Payments,payments,CANONICAL_OS,212,Payments OS
059,Brand-Authority OS,Marketing OS,marketing,CANONICAL_OS,056,Marketing OS
059,Brand-Authority OS,Knowledge OS,knowledge,CANONICAL_OS,084,Knowledge OS
060,Legend-Build OS,Archive OS,archive,CANONICAL_OS,083,Archive OS
060,Legend-Build OS,Knowledge OS,knowledge,CANONICAL_OS,084,Knowledge OS
060,Legend-Build OS,Legacy OS,legacy,CANONICAL_OS,092,Legacy OS
061,Simulation-Warfare OS,Simulation Engine,simulation engine,PLATFORM_PRIMITIVE,,
061,Simulation-Warfare OS,Decision-Matrix OS,decision matrix,CANONICAL_OS,071,Decision-Matrix OS
061,Simulation-Warfare OS,Game-Theory OS,game theory,CANONICAL_OS,062,Game-Theory OS
062,Game-Theory OS,Simulation-Warfare OS,simulation warfare,CANONICAL_OS,061,Simulation-Warfare OS
062,Game-Theory OS,Decision-Matrix OS,decision matrix,CANONICAL_OS,071,Decision-Matrix OS
063,Competitor-Analysis OS,Information-Vacuum OS,information vacuum,CANONICAL_OS,066,Information-Vacuum OS
063,Competitor-Analysis OS,Signal-Filter OS,signal filter,CANONICAL_OS,067,Signal-Filter OS
064,Espionage OS,Competitor-Analysis OS,competitor analysis,CANONICAL_OS,063,Competitor-Analysis OS
064,Espionage OS,Compliance OS,compliance,CANONICAL_OS,046,Compliance OS
065,Recon OS,Geospatial data,geospatial data,PLATFORM_PRIMITIVE,,
065,Recon OS,Compliance OS,compliance,CANONICAL_OS,046,Compliance OS
066,Information-Vacuum OS,Integrations OS,integrations,PLATFORM_PRIMITIVE,,
066,Information-Vacuum OS,Knowledge OS,knowledge,CANONICAL_OS,084,Knowledge OS
066,Information-Vacuum OS,Signal-Filter OS,signal filter,CANONICAL_OS,067,Signal-Filter OS
067,Signal-Filter OS,Information-Vacuum OS,information vacuum,CANONICAL_OS,066,Information-Vacuum OS
067,Signal-Filter OS,Knowledge OS,knowledge,CANONICAL_OS,084,Knowledge OS
068,Logic-Chain OS,Reasoning OS,reasoning,CANONICAL_OS,069,Reasoning OS
068,Logic-Chain OS,Knowledge OS,knowledge,CANONICAL_OS,084,Knowledge OS
069,Reasoning OS,Logic-Chain OS,logic chain,CANONICAL_OS,068,Logic-Chain OS
069,Reasoning OS,Knowledge OS,knowledge,CANONICAL_OS,084,Knowledge OS
070,Synthesis OS,Knowledge OS,knowledge,CANONICAL_OS,084,Knowledge OS
070,Synthesis OS,Information-Vacuum OS,information vacuum,CANONICAL_OS,066,Information-Vacuum OS
070,Synthesis OS,Decision-Matrix OS,decision matrix,CANONICAL_OS,071,Decision-Matrix OS
071,Decision-Matrix OS,Pillars OS,pillars,PLATFORM_PRIMITIVE,,
071,Decision-Matrix OS,Synthesis OS,synthesis,CANONICAL_OS,070,Synthesis OS
071,Decision-Matrix OS,Risk Governance,risk governance,PLATFORM_PRIMITIVE,,
072,Strategy-Draft OS,Synthesis OS,synthesis,CANONICAL_OS,070,Synthesis OS
072,Strategy-Draft OS,Decision-Matrix OS,decision matrix,CANONICAL_OS,071,Decision-Matrix OS
072,Strategy-Draft OS,Knowledge OS,knowledge,CANONICAL_OS,084,Knowledge OS
073,Tactical-Execution OS,Executive-Action OS,executive action,CANONICAL_OS,050,Executive-Action OS
073,Tactical-Execution OS,Pillars OS,pillars,PLATFORM_PRIMITIVE,,
073,Tactical-Execution OS,Loop OS,loop,PLATFORM_PRIMITIVE,,
074,Conquest-Map OS,Recon OS,recon,CANONICAL_OS,065,Recon OS
074,Conquest-Map OS,Analytics,analytics,PLATFORM_PRIMITIVE,,
075,Empire-Growth OS,Scale-OS,scale,CANONICAL_OS,035,Scale-OS
075,Empire-Growth OS,Deployment OS,deployment,CANONICAL_OS,029,Deployment OS
075,Empire-Growth OS,Alliance OS,alliance,CANONICAL_OS,079,Alliance OS
076,Sovereign OS,Jurisdiction OS,jurisdiction,CANONICAL_OS,045,Jurisdiction OS
076,Sovereign OS,Cloud-OS,cloud,CANONICAL_OS,028,Cloud-OS
076,Sovereign OS,Compliance OS,compliance,CANONICAL_OS,046,Compliance OS
077,Hegemony OS,Alliance OS,alliance,CANONICAL_OS,079,Alliance OS
077,Hegemony OS,Marketing OS,marketing,CANONICAL_OS,056,Marketing OS
077,Hegemony OS,Competitor-Analysis OS,competitor analysis,CANONICAL_OS,063,Competitor-Analysis OS
078,Shadow-Strategy OS,Strategy-Draft OS,strategy draft,CANONICAL_OS,072,Strategy-Draft OS
078,Shadow-Strategy OS,Security OS,security,CANONICAL_OS,038,Security OS
078,Shadow-Strategy OS,Compliance OS,compliance,CANONICAL_OS,046,Compliance OS
079,Alliance OS,Contract OS,contract,CANONICAL_OS,048,Contract OS
079,Alliance OS,CRM,crm,PLATFORM_PRIMITIVE,,
079,Alliance OS,Governance OS,governance,CANONICAL_OS,049,Governance OS
080,Neutral-Harbor OS,Jurisdiction OS,jurisdiction,CANONICAL_OS,045,Jurisdiction OS
080,Neutral-Harbor OS,Cloud-OS,cloud,CANONICAL_OS,028,Cloud-OS
080,Neutral-Harbor OS,Archive OS,archive,CANONICAL_OS,083,Archive OS
081,Quantum-Safe OS,Encryption OS,encryption,CANONICAL_OS,040,Encryption OS
081,Quantum-Safe OS,Lattice-Crypt OS,lattice crypt,CANONICAL_OS,082,Lattice-Crypt OS
082,Lattice-Crypt OS,Encryption OS,encryption,CANONICAL_OS,040,Encryption OS
082,Lattice-Crypt OS,Quantum-Safe OS,quantum safe,CANONICAL_OS,081,Quantum-Safe OS
083,Archive OS,Records OS,records,CANONICAL_OS,269,Records OS
083,Archive OS,Encryption OS,encryption,CANONICAL_OS,040,Encryption OS
083,Archive OS,Storage,storage,PLATFORM_PRIMITIVE,,
084,Knowledge OS,Archive OS,archive,CANONICAL_OS,083,Archive OS
084,Knowledge OS,Imperial-Library OS,imperial library,CANONICAL_OS,085,Imperial-Library OS
084,Knowledge OS,AI Gateway,ai gateway,PLATFORM_PRIMITIVE,,
085,Imperial-Library OS,Storage,storage,PLATFORM_PRIMITIVE,,
085,Imperial-Library OS,Knowledge OS,knowledge,CANONICAL_OS,084,Knowledge OS
085,Imperial-Library OS,Records OS,records,CANONICAL_OS,269,Records OS
086,Succession OS,Identity OS,identity,CANONICAL_OS,042,Identity OS
086,Succession OS,Access-Control OS,access control,CANONICAL_OS,043,Access-Control OS
086,Succession OS,Records OS,records,CANONICAL_OS,269,Records OS
087,Digital-Lucas Node,Knowledge OS,knowledge,CANONICAL_OS,084,Knowledge OS
087,Digital-Lucas Node,Memory-Bank OS,memory bank,CANONICAL_OS,091,Memory-Bank OS
087,Digital-Lucas Node,Reasoning OS,reasoning,CANONICAL_OS,069,Reasoning OS
088,Neural-Mirror OS,Digital-Lucas Node,digital lucas node,CANONICAL_OS,087,Digital-Lucas Node
088,Neural-Mirror OS,Knowledge OS,knowledge,CANONICAL_OS,084,Knowledge OS
089,Biological-Fidelity OS,Digital-Lucas Node,digital lucas node,CANONICAL_OS,087,Digital-Lucas Node
089,Biological-Fidelity OS,Reasoning OS,reasoning,CANONICAL_OS,069,Reasoning OS
090,Pattern-Match OS,Memory-Bank OS,memory bank,CANONICAL_OS,091,Memory-Bank OS
090,Pattern-Match OS,Knowledge OS,knowledge,CANONICAL_OS,084,Knowledge OS
091,Memory-Bank OS,Knowledge OS,knowledge,CANONICAL_OS,084,Knowledge OS
091,Memory-Bank OS,Archive OS,archive,CANONICAL_OS,083,Archive OS
092,Legacy OS,Succession OS,succession,CANONICAL_OS,086,Succession OS
092,Legacy OS,Archive OS,archive,CANONICAL_OS,083,Archive OS
092,Legacy OS,Knowledge OS,knowledge,CANONICAL_OS,084,Knowledge OS
093,Time-Horizon OS,Simulation-Warfare OS,simulation warfare,CANONICAL_OS,061,Simulation-Warfare OS
093,Time-Horizon OS,Predictive-Crisis OS,predictive crisis,CANONICAL_OS,094,Predictive-Crisis OS
094,Predictive-Crisis OS,Signal-Filter OS,signal filter,CANONICAL_OS,067,Signal-Filter OS
094,Predictive-Crisis OS,Simulation-Warfare OS,simulation warfare,CANONICAL_OS,061,Simulation-Warfare OS
094,Predictive-Crisis OS,Black-Swan OS,black swan,CANONICAL_OS,095,Black-Swan OS
095,Black-Swan OS,Predictive-Crisis OS,predictive crisis,CANONICAL_OS,094,Predictive-Crisis OS
095,Black-Swan OS,Stability OS,stability,CANONICAL_OS,096,Stability OS
095,Black-Swan OS,Archive OS,archive,CANONICAL_OS,083,Archive OS
096,Stability OS,Monitoring OS,monitoring,CANONICAL_OS,033,Monitoring OS
096,Stability OS,Equilibrium OS,equilibrium,CANONICAL_OS,097,Equilibrium OS
096,Stability OS,Scale-OS,scale,CANONICAL_OS,035,Scale-OS
097,Equilibrium OS,Stability OS,stability,CANONICAL_OS,096,Stability OS
097,Equilibrium OS,Decision-Matrix OS,decision matrix,CANONICAL_OS,071,Decision-Matrix OS
098,Singularity OS,Automation Governance,automation governance,PLATFORM_PRIMITIVE,,
098,Singularity OS,Pillars OS,pillars,PLATFORM_PRIMITIVE,,
098,Singularity OS,Stability OS,stability,CANONICAL_OS,096,Stability OS
099,Evolution OS,Optimization OS,optimization,CANONICAL_OS,036,Optimization OS
099,Evolution OS,Monitoring OS,monitoring,CANONICAL_OS,033,Monitoring OS
099,Evolution OS,Pillars OS,pillars,PLATFORM_PRIMITIVE,,
100,Omega OS,Singularity OS,singularity,CANONICAL_OS,098,Singularity OS
100,Omega OS,Omega governance,omega governance,PLATFORM_PRIMITIVE,,
100,Omega OS,Pillars OS,pillars,PLATFORM_PRIMITIVE,,
101,Mining OS,Geospatial OS,geospatial,CANONICAL_OS,139,Geospatial OS
101,Mining OS,Environment OS,environment,CANONICAL_OS,142,Environment OS
101,Mining OS,Safety OS,safety,CANONICAL_OS,148,Safety OS
101,Mining OS,Compliance OS,compliance,CANONICAL_OS,046,Compliance OS
102,Rare-Earth OS,Supply-Chain OS,supply chain,CANONICAL_OS,116,Supply-Chain OS
102,Rare-Earth OS,Procurement OS,procurement,CANONICAL_OS,119,Procurement OS
102,Rare-Earth OS,Risk Governance,risk governance,PLATFORM_PRIMITIVE,,
103,Energy OS,Solar-Grid OS,solar grid,CANONICAL_OS,104,Solar-Grid OS
103,Energy OS,Battery-Storage OS,battery storage,CANONICAL_OS,105,Battery-Storage OS
103,Energy OS,Monitoring OS,monitoring,CANONICAL_OS,033,Monitoring OS
104,Solar-Grid OS,Energy OS,energy,CANONICAL_OS,103,Energy OS
104,Solar-Grid OS,Battery-Storage OS,battery storage,CANONICAL_OS,105,Battery-Storage OS
104,Solar-Grid OS,Monitoring OS,monitoring,CANONICAL_OS,033,Monitoring OS
105,Battery-Storage OS,Energy OS,energy,CANONICAL_OS,103,Energy OS
105,Battery-Storage OS,Solar-Grid OS,solar grid,CANONICAL_OS,104,Solar-Grid OS
105,Battery-Storage OS,Monitoring OS,monitoring,CANONICAL_OS,033,Monitoring OS
105,Battery-Storage OS,Safety OS,safety,CANONICAL_OS,148,Safety OS
106,Extraction OS,Mining OS,mining,CANONICAL_OS,101,Mining OS
106,Extraction OS,Refinery OS,refinery,CANONICAL_OS,107,Refinery OS
106,Extraction OS,Safety OS,safety,CANONICAL_OS,148,Safety OS
106,Extraction OS,Environment OS,environment,CANONICAL_OS,142,Environment OS
107,Refinery OS,Mining OS,mining,CANONICAL_OS,101,Mining OS
107,Refinery OS,Extraction OS,extraction,CANONICAL_OS,106,Extraction OS
107,Refinery OS,Quality-Control OS,quality control,CANONICAL_OS,147,Quality-Control OS
107,Refinery OS,Safety OS,safety,CANONICAL_OS,148,Safety OS
108,Production OS,Manufacturing OS,manufacturing,CANONICAL_OS,109,Manufacturing OS
108,Production OS,Inventory OS,inventory,CANONICAL_OS,118,Inventory OS
108,Production OS,Quality-Control OS,quality control,CANONICAL_OS,147,Quality-Control OS
109,Manufacturing OS,Production OS,production,CANONICAL_OS,108,Production OS
109,Manufacturing OS,Hardware OS,hardware,CANONICAL_OS,110,Hardware OS
109,Manufacturing OS,Quality-Control OS,quality control,CANONICAL_OS,147,Quality-Control OS
110,Hardware OS,Inventory OS,inventory,CANONICAL_OS,118,Inventory OS
110,Hardware OS,Maintenance OS,maintenance,CANONICAL_OS,146,Maintenance OS
110,Hardware OS,Safety OS,safety,CANONICAL_OS,148,Safety OS
111,Robotics OS,Hardware OS,hardware,CANONICAL_OS,110,Hardware OS
111,Robotics OS,Actuator OS,actuator,CANONICAL_OS,112,Actuator OS
111,Robotics OS,Safety OS,safety,CANONICAL_OS,148,Safety OS
